Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Location_2,Population,STATEFP,PLACEFP,PLACENS,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NUMPOINTS
ATK,Amtrak (National Railroad Passenger Corporation),2022,171430,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=ATK17143020220726,22,7,,,,,,NS,Norfolk Southern Railway Company,146671,22,7,522646H,26,7/26/2022,8:23 AM,7,Hwy-rail crossing,0,0,0,0,CHICAGO LINE,,,GARY,499.2,18,IN,INDIANA,89,LAKE,4,73,2,Day,1,Clear,1,Main,MAIN TRACK,4,90,4,West,2,Passenger Train - Pulling,Yes,29,70,Estimated,70,0,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,AMT,25,1,,,,0,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,27653,0,27653,M308,Highway user deliberately disregarded crossing warning devices,,,M308,Highway user deliberately disregarded crossing warning devices,1,0,1,0,3,46,3,46,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,41.624851,-87.394034,"GRADE CROSSING: TRAIN 29(25), E/25 AND 6 CARS, STRUCK A SEMI AT THE CLARK ROAD CROSSING (DOT 522646H) AT MP499.29, IN EAST CHICAGO, INDIANA. THE OCCUPANT OF THE SEMI WAS NOT INJURED.",Main,5,6,6,2,NS146671202207,ATK171430202207,Passenger (Formerly Commuter),,"SMT-1 - Amtrak, Commuter East",ATK,Amtrak (National Railroad Passenger Corporation),Amtrak,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-87.394034 41.624851),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
BHS,BURNS HARBOR SHORTLINE RAILROAD COMPANY,2023,BHS0523,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BHSBHS052320230302,23,3,NS,Norfolk Southern Railway Company,ZZZZZZZZZZ,23,3,BHS,BURNS HARBOR SHORTLINE RAILROAD COMPANY,BHS0523,23,3,,2,3/2/2023,10:15 AM,1,Derailment,0,0,0,0,PORT,,,PORTAGE,,18,IN,INDIANA,127,PORTER,4,38,2,Day,2,Cloudy,2,Yard,EAST MAIN,1,,1,North,,,,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,,,,,0,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,T112,"Wide gage (due to loose, broken, or defective gage rods)",,,T112,"Wide gage (due to loose, broken, or defective gage rods)",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.6223,-87.150405,"AT APPROXIMATELY 1015 AM ON 3/2/2023, NS YARD JOB WITH THE INTERCHANGE CUT DERAILED WHILE PULLING ONTO THE EAST MAIN. DERAILED DUE TO WIDE GAUGE T112 DUE TO LOOS BROKEN OR DEFECTIVE RUD. TRACK DEFECT.",Yard,1,0,0,1,BHSBHS0523202303,BHSBHS0523202303,,,,BHS,BURNS HARBOR SHORTLINE RAILROAD COMPANY,Not Assigned,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,BHS,BURNS HARBOR SHORTLINE RAILROAD COMPANY,Not Assigned,POINT (-87.150405 41.6223),Portage city,"38,327",18,61092,2396254,1861092,1600000US1861092,Portage,Portage city,25,C1,N,G4110,A,66391084,5383761,41.591612,-87.1789388,20
BHS,BURNS HARBOR SHORTLINE RAILROAD COMPANY,2023,BHS0523,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BHSBHS052320230302,23,3,NS,Norfolk Southern Railway Company,ZZZZZZZZZZ,23,3,BHS,BURNS HARBOR SHORTLINE RAILROAD COMPANY,BHS0523,23,3,,2,3/2/2023,10:15 AM,1,Derailment,0,0,0,0,PORT,,,PORTAGE,,18,IN,INDIANA,127,PORTER,4,38,2,Day,2,Cloudy,2,Yard,EAST MAIN,1,,1,North,,,,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,,,,,0,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,T112,"Wide gage (due to loose, broken, or defective gage rods)",,,T112,"Wide gage (due to loose, broken, or defective gage rods)",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.6223,-87.150405,"AT APPROXIMATELY 1015 AM ON 3/2/2023, NS YARD JOB WITH THE INTERCHANGE CUT DERAILED WHILE PULLING ONTO THE EAST MAIN. DERAILED DUE TO WIDE GAUGE T112 DUE TO LOOS BROKEN OR DEFECTIVE RUD. TRACK DEFECT.",Yard,1,0,0,1,BHSBHS0523202303,BHSBHS0523202303,,,,BHS,BURNS HARBOR SHORTLINE RAILROAD COMPANY,Not Assigned,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,BHS,BURNS HARBOR SHORTLINE RAILROAD COMPANY,Not Assigned,POINT (-87.150405 41.6223),Burns Harbor town,"2,135",18,9370,2396621,1809370,1600000US1809370,Burns Harbor,Burns Harbor town,43,C1,N,G4110,A,16671262,0,41.6189222,-87.1258685,19
NS,Norfolk Southern Railway Company,2022,145447,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS14544720220603,22,6,,,,,,NS,Norfolk Southern Railway Company,145447,22,6,,3,6/3/2022,12:16 PM,1,Derailment,1,0,0,0,CHICAGO LINE-ELKHART,,,ELKHART,CD422.,18,IN,INDIANA,39,ELKHART,4,72,2,Day,1,Clear,2,Yard,EARLYBIRD,1,60,4,West,1,Freight Train,Yes,16GB,8,Recorded,8,0,1,Signaled,,Other Than Main Track,L,Special Instructions,,,,,0,Not a remotely controlled operation,NS,166220,156,Yes,,,0,,0,,No,3,0,0,0,0,0,0,0,0,0,137,0,16,0,0,7,0,0,0,0,83298,380413,463711,H306,"Shoving movement, absence of man on or at leading end of movement",,,H306,"Shoving movement, absence of man on or at leading end of movement",1,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.677391,-85.978436,"NS TRAIN 16G03 SHOVING WEST, DERAILED.",Yard,1,1,1,1,NS145447202206,NS145447202206,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978436 41.677391),Elkhart city,"53,801",18,20728,2394653,1820728,1600000US1820728,Elkhart,Elkhart city,25,C1,Y,G4110,A,71878111,2495562,41.6915435,-85.962248,182
NS,Norfolk Southern Railway Company,2023,152701,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS15270120230327,23,3,,,,,,NS,Norfolk Southern Railway Company,152701,23,3,,27,3/27/2023,7:44 AM,12,Other impacts,0,0,0,0,ELKHART TERMINAL,,,ELKHART,CD422.,18,IN,INDIANA,39,ELKHART,4,42,1,Dawn,2,Cloudy,2,Yard,TRACK 01,2,,4,West,5,Single Car,Yes,NOTR,3,Estimated,3,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,NATX,190093,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28000,0,31700,M411,Passed couplers (automated classification yard),,,M411,Passed couplers (automated classification yard),1,0,1,0,,30,,30,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.677392,-85.978437,BYPASS DURING NORMAL HUMP OPERATIONS.,Yard,2,1,1,1,NS152701202303,NS152701202303,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978437 41.677392),Elkhart city,"53,801",18,20728,2394653,1820728,1600000US1820728,Elkhart,Elkhart city,25,C1,Y,G4110,A,71878111,2495562,41.6915435,-85.962248,182
IHB,Indiana Harbor Belt Railroad Company,2023,2814,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=IHB281420230303,23,3,,,,,,IHB,Indiana Harbor Belt Railroad Company,2814,23,3,,3,3/3/2023,5:55 PM,4,Side collision,0,0,0,0,SYSTEM,,,EAST CHICAGO,,18,IN,INDIANA,89,LAKE,4,34,2,Day,5,Sleet,2,Yard,L06,1,,3,East,1,Freight Train,Yes,YK1S,7,Recorded,7,7786,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CSXT,835689,19,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,110,0,0,0,0,5,0,0,0,0,5533,869,45925,T315,"Switch rod worn, bent, broken, or disconnected",,,T315,"Switch rod worn, bent, broken, or disconnected",1,0,1,0,3,25,3,25,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.645134,-87.429494,"IHB YK1S24 WAS  YARDING 110 COAL CARS AT THE LAKE FRONT YARD.  THEY PULLED EAST THROUGH THE TRACK L05. THE CREW TOOK 60 CARS OF HEAD ROOM ON THE EAST END LEAD LEAVING 50 CARS IN THE TRACK.  CREW SECURED THEIR LINE UP OF TRACK L06.  WHILE SHOVING INTO L06 AND APPROXIMATELY 37 CARS INTO THE TRACK WHENTHE TRAIN BEGAN TO SLOW DOWN.  ENGINEER THROTTLED DOWN AND CAME TO A STOP.  CONDUCTOR WALKED TOWARDS THE HEAD END FOUND 5 CARS HAD DERAILED.  REPORTED CREATED ON APRIL 21, 2023, DUE TO UPDATED COST REPORTED ON APRIL 16, 2023 RESULTING IN THE INCIDENT BEING ABOVE THRESHOLD OF REPORTABLE COST.",Yard,1,3,3,1,IHB2814202303,IHB2814202303,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,POINT (-87.429494 41.645134),East Chicago city,"25,968",18,19486,2394597,1819486,1600000US1819486,East Chicago,East Chicago city,25,C1,N,G4110,A,36544093,1789353,41.6481303,-87.4528847,74
IHB,Indiana Harbor Belt Railroad Company,2023,2814,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=IHB281420230303,23,3,,,,,,IHB,Indiana Harbor Belt Railroad Company,2814,23,3,,3,3/3/2023,5:55 PM,4,Side collision,0,0,0,0,SYSTEM,,,EAST CHICAGO,,18,IN,INDIANA,89,LAKE,4,34,2,Day,5,Sleet,2,Yard,L06,1,,3,East,1,Freight Train,Yes,YK1S,7,Recorded,7,7786,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CSXT,835689,19,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,110,0,0,0,0,5,0,0,0,0,5533,869,45925,T315,"Switch rod worn, bent, broken, or disconnected",,,T315,"Switch rod worn, bent, broken, or disconnected",1,0,1,0,3,25,3,25,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.645134,-87.429494,"IHB YK1S24 WAS  YARDING 110 COAL CARS AT THE LAKE FRONT YARD.  THEY PULLED EAST THROUGH THE TRACK L05. THE CREW TOOK 60 CARS OF HEAD ROOM ON THE EAST END LEAD LEAVING 50 CARS IN THE TRACK.  CREW SECURED THEIR LINE UP OF TRACK L06.  WHILE SHOVING INTO L06 AND APPROXIMATELY 37 CARS INTO THE TRACK WHENTHE TRAIN BEGAN TO SLOW DOWN.  ENGINEER THROTTLED DOWN AND CAME TO A STOP.  CONDUCTOR WALKED TOWARDS THE HEAD END FOUND 5 CARS HAD DERAILED.  REPORTED CREATED ON APRIL 21, 2023, DUE TO UPDATED COST REPORTED ON APRIL 16, 2023 RESULTING IN THE INCIDENT BEING ABOVE THRESHOLD OF REPORTABLE COST.",Yard,1,3,3,1,IHB2814202303,IHB2814202303,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,POINT (-87.429494 41.645134),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
CSX,CSX Transportation,2021,200823,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00020082320211020,21,10,,,,,,CSX,CSX Transportation,200823,21,10,,20,10/20/2021,7:15 AM,4,Side collision,0,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,97,MARION,4,48,4,Dark,1,Clear,2,Yard,HUMP LEAD,1,0,3,East,7,Yard/switching,Yes,Y190,2,Estimated,6,0,2,Not Signaled,,Other Than Main Track,,,,,,,1,Remote control portable transmitter,CBFX,471741,1,No,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,5,0,0,235563,0,352676,H306,"Shoving movement, absence of man on or at leading end of movement",,,H306,"Shoving movement, absence of man on or at leading end of movement",1,0,0,0,,45,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,39.759791,-86.327526,Y19120 EMPLOYEE FAILED TO MAKE SURE ROUTE WAS CLEAR AHEAD OF HIS MOVEMENT RESULTING IN COLLISION WITH THE Y19020.,Yard,1,1,1,3,CSX000200823202110,CSX000200823202110,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327526 39.759791),Indianapolis city (balance),"880,621",18,36003,2395424,1836003,1600000US1836003,Indianapolis city (balance),Indianapolis city (balance),0,C8,Y,G4110,F,935028527,17916811,39.7766644,-86.1459355,202
CSX,CSX Transportation,2021,200823,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00020082320211020,21,10,,,,,,CSX,CSX Transportation,200823,21,10,,20,10/20/2021,7:15 AM,4,Side collision,0,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,97,MARION,4,48,4,Dark,1,Clear,2,Yard,HUMP LEAD,1,0,3,East,7,Yard/switching,Yes,Y190,2,Estimated,6,0,2,Not Signaled,,Other Than Main Track,,,,,,,1,Remote control portable transmitter,CBFX,471741,1,No,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,5,0,0,235563,0,352676,H306,"Shoving movement, absence of man on or at leading end of movement",,,H306,"Shoving movement, absence of man on or at leading end of movement",1,0,0,0,,45,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,39.759791,-86.327526,Y19120 EMPLOYEE FAILED TO MAKE SURE ROUTE WAS CLEAR AHEAD OF HIS MOVEMENT RESULTING IN COLLISION WITH THE Y19020.,Yard,1,1,1,3,CSX000200823202110,CSX000200823202110,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327526 39.759791),Plainfield town,"36,074",18,60246,2396859,1860246,1600000US1860246,Plainfield,Plainfield town,43,C1,N,G4110,A,69658191,334414,39.6931926,-86.3719847,240
CSX,CSX Transportation,2021,200823,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00020082320211020,21,10,,,,,,CSX,CSX Transportation,200823,21,10,,20,10/20/2021,7:15 AM,4,Side collision,0,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,97,MARION,4,48,4,Dark,1,Clear,2,Yard,HUMP LEAD,1,0,3,East,7,Yard/switching,Yes,Y190,2,Estimated,6,0,2,Not Signaled,,Other Than Main Track,,,,,,,1,Remote control portable transmitter,CBFX,471741,1,No,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,5,0,0,235563,0,352676,H306,"Shoving movement, absence of man on or at leading end of movement",,,H306,"Shoving movement, absence of man on or at leading end of movement",1,0,0,0,,45,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,39.759791,-86.327526,Y19120 EMPLOYEE FAILED TO MAKE SURE ROUTE WAS CLEAR AHEAD OF HIS MOVEMENT RESULTING IN COLLISION WITH THE Y19020.,Yard,1,1,1,3,CSX000200823202110,CSX000200823202110,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327526 39.759791),Avon town,"23,611",18,2908,2396582,1802908,1600000US1802908,Avon,Avon town,43,C1,N,G4110,A,50061965,392570,39.7607134,-86.3941455,241
NS,Norfolk Southern Railway Company,2021,141120,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS14112020210403,21,4,,,,,,NS,Norfolk Southern Railway Company,141120,21,4,,3,4/3/2021,3:45 PM,12,Other impacts,0,0,0,0,CHICAGO LINE,,,ELKHART,CD422.,18,IN,INDIANA,39,ELKHART,4,65,2,Day,1,Clear,2,Yard,CLASS TRACK 68,1,0,4,West,5,Single Car,Yes,NOTR,0,Estimated,5,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,L,Special Instructions,,,0,Not a remotely controlled operation,MP,273047,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,761,0,31792,M411,Passed couplers (automated classification yard),,,M411,Passed couplers (automated classification yard),0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.677391,-85.978436,"DURING NORMAL HUMPING OPERATIONS IN FULL AUTOMATIC MODE BE12 USING CONSIST NS 6195-6193-859 HUMPED MP 273042 INTO CLASS TRACK 68, THEN MP 273047. RESULTING IN THE COUPLER BYPASS OF A-END MP 273047 ANDB-END MP 273042 CAUSING THE NORTH RAIL TO ROLL DEERAILING BOTH. MP 273042 ALL WHEELS DERAILED AND A-END MP 273047 LEFT AND RIGHT AXLES 3 AND 4 DERAILED.",Yard,1,1,1,3,NS141120202104,NS141120202104,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978436 41.677391),Elkhart city,"53,801",18,20728,2394653,1820728,1600000US1820728,Elkhart,Elkhart city,25,C1,Y,G4110,A,71878111,2495562,41.6915435,-85.962248,182
WC,WISCONSIN CENTRAL LTD.,2022,1120794,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WC112079420221214,22,12,,,,,,WC,WISCONSIN CENTRAL LTD.,1120794,22,12,,14,12/14/2022,9:44 PM,4,Side collision,0,0,0,0,MATTESON,,,GARY,46.6,18,IN,INDIANA,89,LAKE,4,37,4,Dark,3,Rain,2,Yard,KC43,1,,4,West,5,Single Car,Yes,YKPS,5,Estimated,5,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,UTLX,954669,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8950,0,48137,S016,"Classification yard automatic control system - Inadequate or insufficient control  (e.g., automatic",,,S016,"Classification yard automatic control system - Inadequate or insufficient control  (e.g., automatic",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.629815,-87.412033,"DURING NORMAL HUMPING OPERATIONS, SINGLE LOADED TANK CAR UTLX 954669 PUNCHED OUT OF KC43 AND RAN INTO THE SIDE OF TRAIN A497.",Yard,1,No,No,1,WC1120794202212,WC1120794202212,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.412033 41.629815),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
NS,Norfolk Southern Railway Company,2023,152052,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS15205220230120,23,1,,,,,,NS,Norfolk Southern Railway Company,152052,23,1,,20,1/20/2023,2:14 AM,4,Side collision,3,3,0,0,ELKHART TERMINAL,,,ELKHART,CD422.,18,IN,INDIANA,39,ELKHART,4,38,4,Dark,2,Cloudy,2,Yard,NORTH DRILL,2,,4,West,6,Cut of cars,Yes,NOTR,8,Recorded,8,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,MULX,702128,2,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,277940,0,286151,H307,"Shoving movement, man on or at leading end of movement, failure to control",,,H307,"Shoving movement, man on or at leading end of movement, failure to control",1,0,1,0,4,,4,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.677392,-85.978437,"NS TRAIN BE43 WAS SHOVING INTO 4W WHEN BE45 RAN INTO  THE CARS ON BE43, CAUSING A SIDE SWIPE DERAILMENT INSIDE THE YARD.",Yard,2,1,1,1,NS152052202301,NS152052202301,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978437 41.677392),Elkhart city,"53,801",18,20728,2394653,1820728,1600000US1820728,Elkhart,Elkhart city,25,C1,Y,G4110,A,71878111,2495562,41.6915435,-85.962248,182
NS,Norfolk Southern Railway Company,2022,146671,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS14667120220726,22,7,ATK,Amtrak (National Railroad Passenger Corporation),171430,22,7,NS,Norfolk Southern Railway Company,146671,22,7,522646H,26,7/26/2022,8:30 AM,7,Hwy-rail crossing,0,0,0,0,GREAT LAKES,,,GARY,499.29,18,IN,INDIANA,89,LAKE,4,73,2,Day,1,Clear,1,Main,DOUBLE-MAIN,5,90,,,,,,,0,,70,0,1,Signaled,,Signal Indication,J,Positive Train Control,,,,,,,,,0,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27653,M308,Highway user deliberately disregarded crossing warning devices,,,M308,Highway user deliberately disregarded crossing warning devices,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,41.624832,-87.39398,"****AMTRAK***
AMTRAK 29(25) STRUCK A TRUCK TRAILER AT A HWY-GRADE CROSSING.",Main,5,1,1,1,NS146671202207,NS146671202207,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,Passenger (Formerly Commuter),,"SMT-1 - Amtrak, Commuter East",ATK,Amtrak (National Railroad Passenger Corporation),Amtrak,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-87.39398 41.624832),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
